Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals) "
149.5697371053578,257.5961695184924,0.0,157.36817692361356,13.147877215780902,787.6170673435668,814.6074912408352,30.076627795507786,34.819279164338916
316.4930365479068,0.0,100.67160592155197,199.7081873970678,8.753746737062176,929.7206810853381,791.0730222839851,28.40922343312532,29.44377473565973
260.00404571585995,178.91566774002942,0.0,188.6004126807346,0.0,1053.3181475036272,752.2408188321906,28.834547666941823,31.722057891095822
303.8189642854754,0.0,117.93026546158573,187.72120633798542,9.590350022072496,901.5256601777012,660.3944959472826,28.027866222260887,24.131563684868606
210.79297920348688,59.54651561030188,125.3917449240123,145.23791225357346,10.309242291263892,1032.811233922001,775.9897744908275,13.10794015999617,37.660630269416686
401.43823228894433,89.9939211349155,0.0,127.73282177192397,22.632358373430808,827.7078552792744,972.2181782764186,2.6724517399592806,30.75245986824855
152.77459848103905,0.0,159.19012344070038,177.55922042235972,11.883550911817869,981.5849117213078,703.0018808862043,28.970984989985332,17.5755073026682
167.87196835144834,139.2290977417959,118.36126853923122,175.56738364973654,15.761664840375383,1056.1903711458074,623.4206693423079,28.699921147274928,26.70684140466643
320.6012722561866,145.40349274829754,0.0,205.4961803419712,0.0,1009.2361708530855,586.883788299808,271.20767148979616,38.118634134135235
163.66629265089338,135.62316773505222,132.7880280994904,163.7418541240711,7.0603046498680895,1104.89285138424,785.6588165677891,99.76192798830124,58.17742335745026
191.742851628967,0.0,124.45298659466027,168.7164854279037,4.667126816898146,984.4759696153607,700.0960634321617,101.11028934504401,37.07308867704754
174.58303524981105,126.56899150713423,0.0,179.9394681153576,0.0,1048.1490358792757,847.8469864981646,191.8856951613261,40.20201702853806
267.5026340052926,0.0,85.04772566936334,205.62238171727907,10.944477227670685,980.556925809299,745.7076945991029,30.539848346458168,32.90173092170767
151.1643042974707,169.46277652351796,134.6178811672029,152.3469960847775,9.982327791788238,823.4633415916928,822.5401774579783,29.277838841024963,44.62453864926838
320.65403303369027,0.0,0.0,183.45113860448302,0.0,974.0446485932407,817.0673576966292,3.190828462905404,15.001442766281494
140.8629110372783,168.9176157710179,111.8366544875579,160.06429405790237,7.655914461225454,777.1063383978665,851.7480624207824,26.877951056096638,30.51763920183655
203.40701467069223,115.85843771146268,0.0,228.9249732633051,0.0,974.3199639236267,823.3330283554096,85.96122788040276,36.65763960475964
152.63948166518216,0.0,163.96693829473412,182.93187902772686,8.019055583149235,1057.3780836987983,717.1743559409806,25.788533073775852,12.427638238316849
227.44166917929613,0.0,141.38048403045198,148.94667477579222,11.468789215658582,934.7018997413484,659.2267409324571,14.512533298576475,34.923034630294566
264.7537375225778,0.0,93.65524728391514,207.35111338567157,10.115802075175973,1020.3946962366018,729.0756606363374,28.002771432399012,29.31528030560797
220.63956805795726,0.0,103.72564322493804,157.23552179235247,9.886446955324237,1067.159219023089,943.399223787712,12.223635966286379,23.38276743839466
232.61811811769408,0.0,0.0,212.98965851716628,0.0,936.632271796086,864.80474470542,356.60038500282826,23.175471636292883
376.21725300276046,0.0,0.0,158.38293458550055,0.0,932.2767347137675,698.5335393988696,28.712011461581135,38.21611991937746
203.43116662047692,148.02788116604341,0.0,210.99326193843368,0.0,1003.4247513248116,850.3135234770357,6.8769354953456086,14.9425454983583
169.19205341502268,213.96331536833043,148.95789230587314,185.20650415890987,19.297075281287547,728.7256718680939,759.6224132125153,28.61813090552494,31.652386786461747
211.33417525109317,0.0,105.31627195872075,203.81734212500007,4.204033247598108,1042.1635140288772,932.6534927431421,94.77206396059954,39.946943411379365
261.4022360736439,0.0,125.82725044295803,126.87628950648543,11.968482423459658,1195.6421306746981,824.6066285644025,101.78021913495579,62.234579454334266
239.19147202706984,0.0,96.96354486724749,170.80271348955662,14.769703718154437,1129.8113682196101,850.4314483074809,13.450535028614473,46.720678297762355
470.8595032654913,30.400762750840773,115.80429953011802,215.63670573401112,4.142635381457083,757.8989631080974,689.4402166284767,28.234332991132803,52.332544236829335
325.9263362547318,0.0,145.05630331256344,188.18384681900366,10.88401120740542,753.029707688523,845.5681575588178,25.618602054075776,31.876820546379452
328.37352446103284,79.82115198545442,0.0,209.46521567758654,0.0,1002.5196582841365,744.2878484829133,357.3156808731507,57.12243020256967
112.8153486050078,151.67122145975583,0.0,175.1083385020964,0.0,860.1404339092229,784.6273451734851,6.744388010953542,7.704709467467782
385.82304606312755,17.44438977330803,148.35099740454095,137.88453354856622,10.086753488349615,940.1192133465638,815.6629159189237,60.525799034416465,65.12069316530746
401.1074371605365,0.0,140.93390915974004,192.76984706153928,21.479237422782695,913.2022821312854,794.8875182822678,27.77115730328654,60.150413155946616
153.3168547349709,0.0,204.92809705284267,185.64022926437008,15.855084850728588,1142.1644330380173,718.7121715034691,29.529854110888415,13.826819676069308
140.92438190912355,166.21538521753646,121.2802994723967,171.03961144997902,9.77766547141717,949.1912834750808,780.8794101854322,28.97905122883101,27.943843075399776
155.24203535811733,0.0,202.4310750943536,188.7108724601876,14.551671935707356,782.2634283837584,893.9458179230652,26.559089348105672,14.959648368521425
257.85540943756155,0.0,0.0,185.60922893390207,0.0,1046.3092182217486,701.3843854311981,27.047377790955487,25.849713887723755
117.06951549881899,142.7249848603097,130.32394901819643,244.07179688077233,5.739582235644975,843.8210514668058,696.8641107284495,30.76215748332162,43.06745086330437
337.88637543023736,304.6131545862445,0.0,155.91496925988847,8.177502168166233,983.8114448257099,552.611620468428,7.106424347430414,41.53172790760556
142.43626373157153,129.70276083532087,106.57769792883418,206.4990195712468,7.9770331637696605,873.002494480524,762.6199505642461,27.63168888377819,34.872723503458076
389.9356488083192,0.0,0.0,184.0567715604663,0.0,1090.0395033891627,732.5474555859147,7.275113920901829,8.38833214677798
269.7182628288251,0.0,109.58753295019947,164.15022809139782,13.152495401088705,932.3006975980104,822.5876426888809,29.018918435730672,36.08506877858389
209.6630290542843,129.6697901301607,0.0,207.85751297211908,0.0,945.7852196429245,741.2593371465754,2.8307154935323178,11.055364292618279
217.23328228077284,234.54185058578827,0.0,227.9052504703152,0.0,933.4856594681456,606.031457456767,27.811045422335063,31.56595711529582
456.7073605205047,133.4092829137635,0.0,161.01675813706262,15.568034053144414,826.4151082295115,884.8806246084733,3.173258031962057,35.79962363248788
155.85390280203933,120.7910503984001,0.0,200.76085135623606,0.0,827.413650605713,788.1620314686252,30.789333149319827,21.424163741129618
185.1565813010164,0.0,82.52885181561582,207.01694528927695,4.37543030727706,977.30264051468,894.7585417330171,31.371011193786153,25.81357111168384
521.6298534595651,0.0,0.0,184.25629297336573,0.0,1091.790049005979,581.8588962993821,190.00417897714087,60.31632987971935
250.88676844086748,153.9859460493076,0.0,175.34103345389596,0.0,981.6710227327422,759.1975431023708,29.797202471903656,31.108340219362653
171.72193061287015,11.015019339988335,145.77379279708472,204.89563837192276,1.9447336151060122,1068.9653044411173,748.2353792875933,2.652078003202653,10.665847150117008
179.11409704404593,265.71411239198153,0.0,193.73150951566782,0.0,812.9718212349568,661.5287740192553,28.4977990384828,43.7684025854414
336.13186775769225,176.74707737857213,0.0,238.23564944526873,4.948312414779256,1042.589055903027,844.1596056816705,26.020696845614236,56.49154729640012
374.3329011223935,54.25236144109796,0.0,201.2093757016259,0.0,942.0102758669545,561.4478995460493,27.858641496727195,33.21549790021902
150.76314604417135,40.626519469937236,134.9167785346223,160.05893726124683,11.259891308044878,1220.7462886960354,813.3900413294906,3.2547193245146877,7.728302219818631
253.58549045027394,0.0,97.22529202238876,145.22430268872478,12.834496057784706,996.9283395825577,877.1503350541302,59.22276227953063,45.20488510609564
164.00004234918822,217.46600675276517,159.08234287849328,206.71603121234784,10.21139388853265,872.7954580586281,738.8816642607131,25.681509006065458,39.83747261378853
348.11103918007586,320.2835394795945,0.0,192.04404339881782,10.871643251401707,1053.2910882614813,644.6676727587036,59.31099763278067,77.62872925941443
164.7757616450682,116.46469055758239,138.41538553555557,165.10055819268823,3.814128694711698,1101.1372792865404,787.4937786125993,28.641484669099302,38.91302759813667
237.81421013394294,51.818043144561706,123.6469565155505,149.65394439530618,10.008766429010564,797.56847249647,786.4990552085791,2.832512695493359,18.305607040614653
377.6569391341229,0.0,0.0,184.3802444506038,0.0,945.9752128179331,663.7510774562041,27.26526123522893,35.003799219178724
387.93699336541295,51.08260696461446,0.0,196.52084136016103,0.0,955.3385734988719,541.7300401848213,27.60349660458461,32.905147035168206
313.01569348072115,0.0,0.0,188.595463598546,0.0,948.4426819802295,855.6058945594904,2.8948257839458242,13.366141744747727
260.8215711923592,0.0,129.81531528180528,143.79501867069433,11.232173194108654,1012.9315496401948,782.1507776007328,113.2876303627416,51.832246009723534
148.67449055986452,0.0,161.34495605039157,183.30748090341459,8.93094481529365,929.1537407177542,785.1953902127426,27.172488763945662,11.206613041280916
244.4772573961751,0.0,90.0255379406636,154.15069738233092,14.826945686624878,1063.5086788870865,1004.3039855830131,101.46033000167587,58.04826641826827
232.87278225629612,0.0,114.4656151478789,191.9258871735146,6.255092705753158,1033.8813387441012,726.092987522377,58.435745287930644,35.81940713531321
219.3920918087711,0.0,100.98736553183494,159.92029030980194,7.559834547029571,1144.3990571773418,878.5752587724035,14.723082415227271,26.254068096607885
443.12654939861164,44.450104631369676,0.0,224.3620678296891,0.0,918.2242123377284,607.801195513317,30.473331729973342,36.62639959894979
351.18312504442866,199.9851787224206,0.0,166.57177143916164,10.199669352049415,965.951564959008,693.5235536309292,7.653119922387521,59.60838429645584
186.5717748928895,123.21530914123804,118.52237575793286,169.45094424347138,3.3288352001920436,1010.5222936998448,644.5329155188049,53.61553990331105,46.289540929735566
396.2805379516669,0.0,0.0,170.80845612903,0.0,846.5046547308144,746.8390805556734,26.620872056064805,36.316326314316136
214.21609556831322,155.61579027400091,0.0,171.74768879504623,0.0,925.0302100651219,733.8780280079949,2.9126968098273647,15.345322086193654
205.85059970164022,53.84191061455435,124.51321348917135,136.54692704397175,11.18696104790382,1045.6605562996576,806.1888098432958,53.9600571277339,63.4001555870107
168.88306061509306,129.24539564829556,121.14213987556755,196.0557654199025,7.706029045652252,1086.2816353102744,753.7560478011313,64.67428919520238,45.50541780509043
337.2889674603453,199.20568654136207,0.0,196.5279182390748,0.0,1030.0325833085456,664.4617465930015,2.75046642256519,12.87220895261173
377.6146274752259,192.75713835949216,0.0,131.29186861535564,23.902442375752933,963.0328863149899,737.2340297695994,30.37191971497825,79.58736717560289
217.65580800177395,229.84230944061358,0.0,233.23988949813773,0.0,936.5997287497288,549.7757965921414,6.187457865296747,25.29507737114443
351.3420399498174,0.0,0.0,184.80412059605123,0.0,946.6061402747507,775.6483656913394,28.95247439408635,34.67849208028341
437.99427866879324,19.64552194589297,90.50464707996998,160.64633820298252,14.60805217495003,886.2336940110793,734.5144170271044,3.4897787173206085,29.60241865628246
180.8421900369274,231.53534496352148,0.0,221.5167770091137,0.0,1099.6718465206206,636.3858782806539,27.103085018824075,45.85221763048997
292.9817640174815,0.0,0.0,204.9473653637569,0.0,904.1454001624854,800.9640827932584,174.59458432637948,29.432571195751763
196.8461551701386,282.843919637839,0.0,174.7184588110178,0.0,1062.755079438939,699.3233295948047,29.378606082187392,35.1204447149454
399.60644043000667,0.0,0.0,177.2508056780526,0.0,1047.8569667351555,686.044250151642,26.1870120151027,37.16422654410661
317.7927630099201,143.18886491659157,0.0,201.25981363081422,7.466327051609837,880.1292768268614,675.304194355765,28.82211697823452,57.79252170679897
248.43703437538935,0.0,135.77077330186475,141.9845415422148,11.850431820752599,1098.6645698360057,918.9710957316197,3.2356196267290365,16.093813395143805
210.88759558922143,66.75608246718245,116.68566594633302,155.1772396114915,9.509480852369398,989.697164898023,749.5564172683277,2.707641270597926,18.043492705763438
155.83242809034164,216.90189474753697,0.0,208.5783726330443,3.3784495102476093,876.892532800299,975.5039032288919,34.46596493211895,31.876877067094206
213.72526309324073,0.0,120.41932759948908,174.1898316046626,9.421040078369527,1028.2124036493262,769.4641697354756,29.820488689254137,28.6596696655242
401.7859861871168,43.61349822144944,0.0,245.73905240432816,0.0,1006.0969632740314,583.7014162868145,388.0841717902642,49.07704145866341
267.34145188723693,0.0,0.0,195.22677075479282,0.0,876.6369483411394,891.9613818411984,7.399058321988267,14.985104542195062
136.72402811578334,209.55635742923496,0.0,214.10652610161475,0.0,955.2057399371746,872.0354581329084,25.329541009231352,23.278547309966317
413.35826666383997,16.744837450972813,168.95064317273312,168.31707300480227,20.552317619523357,926.1024637424413,605.8414310668499,28.99528775344685,54.61146047853886
244.87714078434325,0.0,123.44220790925573,195.46964520456766,6.717710962754106,935.9812183393195,907.7680919087081,59.47380657364106,27.983931580486743
312.589297736284,252.43914310685514,0.0,172.14684517450314,7.838734100975898,987.8185641220103,646.8073013482567,3.1359289250331006,30.152692006839974
188.5445817096826,125.42987492421027,0.0,199.56717802506978,0.0,1045.9783471812452,721.8239200782635,6.722095532986857,8.171125824047456
316.41137537821044,0.0,0.0,193.10225548297345,8.236112393291435,1028.6382979687057,820.1480287530884,24.59091092497814,23.638851905139052
194.26498742441433,10.613846423789743,165.07131853261885,200.24971592793855,1.6434502372303303,1006.1893752490416,729.6743383030622,7.749601927869853,13.777605176041602
171.03228414090313,44.45270357134582,117.21913274839005,164.85800508606943,10.921419801006074,1056.2478953997497,748.4091083021668,3.0362708490355734,7.582720857368809
265.61667904294706,0.0,97.89041100908281,199.22397875904716,11.297232570083635,985.9840787646384,709.2706195382676,29.38290890308199,33.60169661998771
340.07227518980574,0.0,0.0,206.72702028190588,0.0,1033.082682224165,804.7674275052394,3.0353006503825912,15.368236429905258
517.3292654897608,0.0,0.0,158.89876551162152,8.277711314184979,940.9521715386998,647.8685647769928,29.601859838934356,77.9237905108429
489.27025471110835,0.0,0.0,217.35515481206045,0.0,1139.4752512401326,542.534395126057,2.955476395675196,27.547839243569992
